date,source,steps_total,daily_avg_steps,best_day_steps,floors_total,miles_total,avg_calories_burned,active_zone_minutes,avg_restful_sleep,hours_with_250_steps,weight_gain,note,activity,laps,steps_equivalent
2025-07-22,Fitbit Weekly Report,46698.0,6671.0,9796.0,34.0,19.8,2678.0,111.0,6h 21m,4 of 9,24.0 lb (no change),"Weekly report covers Jul 14–20. Steps ▲676, zone mins ▲46, calories ▲124 from previous week.",,,
2025-07-22,,,,,,,,,,,,Converted using 27 steps/lap ratio.,Pool Running Laps,50.0,1350.0
